fips,never,rarely,sometimes,frequently,always
13303,10.4,7,5.3,15.7,61.7
13305,2.9,13.9,14.3,13.9,55
13307,1.9,6.4,10.3,21,60.3
13309,13.5,7.8,16.2,23,39.5
13311,5.7,6.4,9.9,34.7,43.3
13313,18.5,6.8,20.3,14.2,40.3
13315,17.3,1.7,8.3,15.7,56.9
13317,8,8.6,11.4,17.2,54.8
13319,3.9,6.2,14.1,22.4,53.4
13321,6.9,5.6,8.3,18.7,60.5
15001,1,3.2,3.7,12.2,79.9
15003,1.1,1.2,2.7,15.1,79.8
15005,2.6,1.3,3.2,8,85
15007,0,2.1,4.6,10.8,82.5
15009,3.4,1.6,2.5,12.2,80.3
16001,11.8,7.8,8.4,19.4,52.6
16003,9.4,21.6,21.8,21.8,25.4
16005,8.4,19.3,17.6,19.5,35.2
16007,15.1,12,10.2,24.3,38.5
16009,3.8,5.9,15,15.2,60.1
16011,9.5,19.7,17.5,22.9,30.4
16013,15.5,10.7,10.2,13,50.6
16015,5.7,3.8,3.8,54.9,31.8
16017,8.8,11.6,11.9,24.1,43.6
16019,9.6,20.2,18.8,24.7,26.8
16021,4.5,17.1,6.1,18.5,53.7
16023,10.7,21.3,15.9,22.2,29.8
16025,18.6,3,4.7,9.8,63.9
16027,11.3,9.5,17,24,38.1
16029,10,18.1,19.1,20.2,32.6
16031,13.4,22.3,10.2,14.9,39.2
16033,11.9,22.8,19.6,23.9,21.8
16035,3.7,11.2,12.7,25,47.5
16037,6.9,2.9,19.9,24.4,45.8
16039,20.6,4.4,3.8,17.3,53.9
16041,13.1,11.8,8.5,25.6,41
16043,11.1,20.6,20.2,24.7,23.3
16045,11.9,13.6,11.1,19.8,43.6
16047,21.1,20.2,8.9,15.3,34.5
16049,4.5,9.4,16.4,27.5,42.3
16051,9.9,20.8,19.2,24.9,25.2
16053,17.5,21.9,9.6,16.7,34.3
16055,14.6,10.5,17,22,35.9
16057,0.2,1.2,6.6,32.8,59.2
16059,10.9,17.3,23.1,12.5,36.2
16061,2.7,7.3,15.7,28.5,45.9
16063,18,20,10.5,13.5,37.9
16065,10.1,20.7,19.6,25,24.5
16067,13.4,21.9,10.6,15.2,39
16069,0.9,3,11.7,32.6,51.7
16071,8.3,17.3,15.3,18.5,40.6
16073,12.3,13.7,14.6,17.1,42.3
16075,8.1,19.9,17.4,24.2,30.4
16077,7.8,20.5,15.2,18.5,38.1
16079,6.8,14.4,29.9,14.7,34.2
16081,9.9,18.9,19,25,27.2
16083,16.6,22.2,10.1,17.7,33.5
16085,4.1,11.8,10.2,37.8,36.1
16087,13.6,13,32.4,17.2,23.9
17001,18,9.2,18.9,19,35
17003,11,8.2,14.8,26.2,39.8
17005,7,5.5,10.8,21.8,54.9
17007,2.5,0.6,6.5,24.4,66
17009,18,9.9,13.6,20,38.5
17011,1.2,1.9,15.6,20.8,60.5
17013,8.2,6,21.9,36.6,27.3
17015,3,6.4,12,19,59.6
17017,10.3,8,19,18.7,44.1
17019,0,6.7,8,19.2,66.1
17021,5.9,5.7,9.1,19,60.3
17023,12.7,8.9,10.7,22.6,45.1
17025,6.2,11.5,14.5,30.6,37.2
17027,10.2,6.3,8.3,16.6,58.7
17029,11.2,5.5,20.1,22.1,41.1
17031,2.3,2.1,7.2,16.2,72.2
17033,14.6,19.6,4.7,21.9,39.2
17035,9.5,7.5,19.4,21.2,42.4
17037,0.7,1.2,3.4,19.1,75.6
17039,3.5,10.6,7.3,28,50.7
17041,4.8,6.1,10.5,19.1,59.4
17043,1,1,5.6,16.3,76
17045,17.4,9,13.1,20.8,39.8
17047,8.6,14.8,23.3,30.6,22.8
17049,7.2,7.2,21.4,23.2,41
17051,6.9,7.6,15.6,22.9,47
17053,1.1,8.2,16.7,17.2,56.7
17055,9.9,16.6,11.9,21.1,40.5
17057,1.6,3,31.1,19.9,44.4
17059,20.1,6,12.8,23.8,37.3
17061,13.6,2.9,10.9,21.7,50.8
17063,5.6,5.6,10.5,18.3,59.9
17065,13.8,17.9,10,21,37.3
17067,14.7,15.4,12.5,16.3,41.1
17069,16.3,7.2,23.5,19.1,34
17071,9.6,4.4,10.1,15.5,60.4
17073,6.7,7.2,6.1,20.3,59.7
17075,9.7,16.8,6.9,24.2,42.4
17077,6.6,7.8,15.1,20.9,49.6
17079,9.9,13.5,13.1,25.4,38
17081,12.2,12.6,8,27.9,39.3
17083,7.4,7.9,12.4,18.5,53.7
17085,3.4,10.4,22,17.8,46.5
17087,12.4,5,18.9,14.1,49.6
17089,1.3,2.6,4.8,16.5,74.8
17091,4.4,8.4,9.6,24.9,52.7
17093,0.1,0.9,6.5,13.6,78.8
17095,3.5,3.1,19.4,24.6,49.4
17097,2,1.8,4.6,14.6,76.9
17099,1.8,4.6,11.3,26.7,55.6
17101,19.7,15.7,10.5,28.1,26
17103,1.3,5.4,5.8,22.4,65
17105,3,14.7,8,23.4,51
17107,4.6,4.5,23,12.8,55.1
17109,4.1,9.1,9.7,18.2,59
17111,3,1.2,6.6,17.6,71.6
17113,8.5,6.2,9.1,20.1,56.1
17115,1.6,6.2,8.8,28.6,54.9
17117,1.5,5,14.7,22.7,56.1
17119,3.5,4.5,8.3,18.9,64.8
17121,10,9.3,10.1,30.2,40.4
17123,4.8,8.3,13.3,19.8,53.8
17125,23.8,3.1,29.2,12.6,31.3
17127,9.7,4.3,23.2,25.6,37.3
17129,10.2,4.7,13.8,17.2,54
17131,3.9,6.6,11,21.5,57.1
17133,0.3,4,11.2,17.4,67
17135,1.8,5,9.1,31.6,52.5
17137,5,6.2,17.7,17.8,53.3
17139,8.1,7.3,21.3,24.3,39
17141,5.3,4.5,12.9,18.4,58.9
17143,3.9,3.6,9.6,25.1,57.7
17145,5.5,9.2,10.4,35.8,39.2
17147,0.3,5.2,6,19.8,68.8
17149,13.8,7.9,21.8,20.5,36
17151,10.4,5.4,21.3,21.4,41.5
17153,11.7,6.4,18.9,22.5,40.5
17155,2.1,2.5,16.8,25.1,53.5
17157,0.8,3.2,11.7,39.1,45.2
17159,11.1,15.1,10.7,30,33.1
17161,7.8,2.5,6.6,23.5,59.6
17163,3.2,2.7,3.7,13.8,76.7
17165,11.7,10.6,11.1,20.4,46.2
17167,1.7,3,15.5,23.3,56.4
17169,13.2,10,15.2,19.8,41.7
17171,11.3,5.7,14.8,16.2,52
17173,7,4.7,16.8,24.5,46.9
17175,1.3,10.1,5.8,15.5,67.2
17177,3.6,5.9,4.1,22.2,64.4
17179,4.4,4,14.1,21.5,56
17181,10,7.8,16.2,19.5,46.6
17183,2.3,11.9,8.8,26.6,50.4
17185,7.8,11.3,27.1,32.5,21.2
17187,4.2,2,14.1,27.6,52.2
17189,11.8,4.6,5.3,32.7,45.6
17191,8.6,14.2,12.8,30,34.5
17193,19,14.4,9.5,23.9,33.2
17195,2.5,6.6,4.2,21.8,64.9
17197,4.1,2.4,6.2,13.4,73.9
17199,9.5,12.2,13.6,18.3,46.4
17201,3.1,3,8.9,19.3,65.7
17203,6.2,6.7,11.2,24.2,51.7
18001,13.6,4.7,16,34.8,30.9
18003,7,14,9.9,22.8,46.4
18005,13.8,8.4,8.5,28.6,40.6
18007,8.2,12.6,11.2,18.3,49.6
18009,9.3,15.2,10.6,20.3,44.7
18011,5.2,8.5,14.2,30.8,41.3
18013,5.5,6.1,4.1,18.4,66
18015,5.9,10.4,17,22,44.7
18017,3.7,19.2,28.3,20.6,28.3
18019,6.8,6,14.1,22.8,50.1
18021,12.2,7.3,11.2,22.6,46.6
18023,8.8,3.3,13.2,28.5,46.2
18025,6.7,8.9,11.8,26.1,46.5
18027,4.9,6.1,13,21.4,54.6
18029,8.3,10,16.8,27.7,37.1
18031,17.5,8.3,10.1,20.4,43.7
18033,10.9,7.4,11.8,14.9,55
18035,9.5,10.9,12.4,19.7,47.5
18037,1,10.5,8.6,25,55
18039,3,9.7,9.4,25.2,52.8
18041,16.1,4.1,4.8,23.7,51.4
18043,5.3,8.6,15.4,23.3,47.4
18045,7.7,8.9,14.7,21.2,47.4
18047,7,8.2,10.4,19.9,54.5
18049,14.2,11.4,12.8,21.7,39.9
18051,9,10,20.4,25.5,35.1
18053,5.3,10.8,13.3,31.1,39.3
18055,9.9,2.7,8.1,23.5,55.8
18057,7,5.1,4.9,23.4,59.6
18059,6.8,4,16.6,30.6,42
18061,9.4,8.4,20.5,25.8,35.9
18063,5.4,5.2,11.3,25.7,52.3
18065,18.3,14.8,12.5,11.1,43.4
18067,0.8,8.3,18.3,30.1,42.6
18069,15,18.2,5.3,19.9,41.6
18071,9.7,9.8,10.5,38.8,31.2
18073,18.6,10,6.5,32.8,32.1
18075,14.1,13.9,15.7,23.5,32.8
18077,8.3,21.9,21.8,22.5,25.5
18079,9.5,10.5,17.2,30.8,31.9
18081,5.7,9.4,10,19.2,55.7
18083,15.8,12.5,12.1,25.9,33.8
18085,7.3,14.7,8.9,19.5,49.6
18087,5.9,8.2,17.1,23.6,45.2
18089,4.3,5.7,8.8,21.9,59.2
18091,8.4,7.5,16.8,20.6,46.6
18093,9.2,11.7,10.9,19.1,49.1
18095,6.2,8.4,15,14.5,55.9
18097,5.1,5.3,11.6,23.2,54.8
18099,12,10.3,15.9,22.9,38.9
18101,4.1,6.4,12.3,22.3,55
18103,5.4,12.5,25.3,22.6,34.3
18105,3.7,3.7,9.4,24.2,59.1
18107,7,11.6,16.8,15.6,49
18109,6,13.1,13.6,18.8,48.5
18111,10.2,15.3,9.2,33.8,31.6
18113,5.7,11,13.5,19.7,50
18115,6,7.8,18,22.3,45.9
18117,9.6,8.6,7.3,31.5,43
18119,9.4,3.8,8.7,28.2,50
18121,11.6,11.1,17.4,19.5,40.5
18123,1,10.9,8.7,25.2,54.2
18125,5.2,8.9,16.3,20,49.5
18127,5,10,10.8,23.1,51.2
18129,13.2,5.6,11.5,22.6,47.2
18131,13.5,21.9,17.1,25.3,22.3
18133,7.5,16.2,20.4,19.4,36.6
18135,12.8,13,22.8,17.9,33.6
18137,5.4,7.4,15,29.4,42.9
18139,13.3,11.8,6.3,27.9,40.8
18141,3.1,4,10.2,22.8,59.8
18143,3.6,7.3,16.8,26.3,46
18145,16,5.7,17.7,19.3,41.3
18147,1.7,13.4,10.4,21.6,52.9
18149,17.7,15.1,8.8,21.9,36.5
18151,4,8.9,17,16.9,53.2
18153,12.7,7.1,7.7,20.7,51.7
18155,8.9,12.5,20.9,23.4,34.4
18157,9.3,8.3,10.2,20.4,51.8
18159,3.3,8.2,8.9,44.4,35.2
18161,9.5,5.3,10.6,17.8,56.9
18163,7,3.9,11.5,23.4,54.2
18165,11.3,10.5,13.4,22.3,42.6
18167,11.8,6.4,10.2,25,46.6
18169,7,11,23.7,20.2,38.1
18171,7.9,11.5,9.2,22.3,49.2
18173,4.5,3.8,11.7,25.2,54.8
18175,9.7,7.4,6.2,35.6,41.1
18177,16.2,9,13.8,26.1,34.8
18179,20.5,5,7.7,33.7,33.2
18181,5.6,17.7,19.4,18.9,38.4
18183,6.1,18.6,13.2,16,46
19001,7.3,12.8,12.8,30.7,36.4
19003,14.8,11,15,31.1,28.1
19005,13.8,4.9,13.2,21.2,46.9
19007,4.4,11,23.9,19.3,41.3
19009,22.4,7.3,19.4,18.7,32.2
19011,9.8,6.7,13,20,50.4
19013,3.2,5.3,18,28.9,44.7
19015,9,8,10,19.7,53.3
19017,4.8,6.2,19.7,26.8,42.4
19019,2.1,12.4,8.7,39.4,37.3
19021,18.3,6.2,26,20.7,28.8
19023,5.2,9.4,20.8,23,41.7
19025,21.2,11.7,21.3,15.3,30.4
19027,15.3,11,24.1,13.9,35.8
19029,34.1,7,12.4,23.8,22.7
19031,2.6,9.6,14.2,35.5,38.1
19033,6.1,36.5,14.6,21.3,21.5
19035,18.3,10.5,22.1,18.2,30.9
19037,7.5,13.6,19.7,23.6,35.6
19039,7.8,16.7,14.3,19.4,41.8
19041,22.4,3.5,11.2,18.9,44.1
19043,12.3,8.4,13.7,28.4,37.1
19045,9.2,13,7.9,26.9,43
19047,8.9,4.5,14.1,6.4,66
19049,3.6,10.2,11.8,26,48.5
19051,3.8,10.1,24.9,20.1,41.1
19053,24.8,13.2,25.8,6.8,29.4
19055,3.5,13.7,13.7,40.8,28.3
19057,13.5,8.1,10.9,12.2,55.3
19059,27.6,2.7,9.1,17.3,43.3
19061,3.7,15.5,18.9,18.9,43
19063,24.1,8.3,6.7,18.1,42.8
19065,5.4,7.5,12.8,34.9,39.4
19067,6.3,27.1,14.8,25,26.8
19069,8.8,27.8,18.7,18.6,26.1
19071,4.8,6.1,7.1,20.9,61.1
19073,11.6,14.1,23.5,15.3,35.4
19075,3.8,4.2,20.3,23.8,48
19077,16.2,7.3,14.3,28.3,34
19079,14.3,11.8,12.9,15.3,45.7
19081,8,38.4,14.6,17.4,21.6
19083,7.4,7.5,19.5,21.4,44.1
19085,11.8,4.4,9.4,17.8,56.5
19087,12.3,14.2,9.1,18.3,46.1
19089,7.7,15.1,17.6,18.3,41.3
19091,24.3,26.8,14.7,10.2,24
19093,15.3,9.4,24.6,12.8,38
19095,2.7,14.9,13.5,23.9,45
19097,3.2,9.6,22.9,23.2,41.1
19099,10.2,10.5,23.3,21.2,34.7
19101,7.4,11.6,22.1,19.1,39.8
19103,1.4,4.4,6.9,20,67.3
19105,4,10.5,16.5,33.6,35.5
19107,3.5,12.6,28.7,28,27.2
19109,13.5,31.8,10.1,17.3,27.2
19111,17,14.6,13.1,16.1,39.2
19113,3.9,8.1,11.5,20.1,56.3
19115,9.7,5.8,15,21.4,48.2
19117,3.2,20.4,19.6,18.5,38.4
19119,7.8,17.3,15.7,24.7,34.4
19121,1,10.2,13.6,26.8,48.4
19123,6.9,6.7,29.4,28.3,28.7
19125,5.3,4.9,20.9,26,42.9
19127,7.7,6.4,15.3,22.6,48
19129,6.4,8.4,9.1,28.1,48.1
19131,4.6,28.2,14.9,26,26.3
19133,7.8,6.9,8.7,12.7,64
19135,3.4,7.8,25.6,24.7,38.5
19137,21.8,3.4,8.4,37.8,28.6
19139,12,2.2,22.1,27.3,36.4
19141,17.3,5.4,26.7,18.7,31.9
19143,19.5,5.1,23.3,19.9,32.2
19145,8.8,5.3,6.8,31,48.1
19147,19.9,11.6,8.8,17.9,41.9
19149,12.5,14.5,16.6,16.2,40.2
19151,21.4,12.4,16.2,16.5,33.5
19153,4.4,8.9,13.6,25.9,47.3
19155,11.5,8.3,14.7,26.4,39
19157,12.1,14.5,18.7,16.4,38.3
19159,14.4,13.8,28.1,16.2,27.5
19161,18,7.1,28.6,15.9,30.3
19163,7.5,2.7,12.6,27.7,49.4
19165,9.9,5.9,18.2,14.5,51.6
19167,12,6,28.5,20,33.5
19169,4.5,7.5,7.1,23.5,57.4
19171,6.6,5.3,20.9,18.1,49.1
19173,9,15.1,18.5,28.2,29.2
19175,3,12.5,17.2,21,46.2
19177,10.7,12.8,17.5,21.8,37.2
19179,3.4,8.2,29.3,22.1,37
19181,5.5,18.2,18.1,24.5,33.7
19183,3.5,10.2,12.3,15.1,58.9
19185,13.8,14.8,25.2,12,34.2
19187,20.9,16.7,16.1,10.1,36.2
19189,7,32.9,17.6,19.7,22.8
19191,12.2,4.4,15.1,17.7,50.5
19193,11.3,16.5,13.7,16,42.5
19195,7.2,27.1,17.5,23.1,25.1
19197,17.2,29.9,17.3,12.5,23.2
20001,15.3,21.2,12.6,16.7,34.1
20003,18.9,6.3,13.7,26.7,34.4
20005,13.7,12.2,16.9,25.6,31.6
20007,6.9,14.7,11.8,32.9,33.6
20009,10.7,13.1,12,21.1,43
20011,16.7,14.6,7.7,12,49
20013,8.9,14.9,18.3,19.7,38.2
20015,5.3,13.3,12.2,22.2,47
20017,15.1,8.2,21.2,22.5,33.1
20019,12.8,13.7,18.5,21.4,33.7
20021,13.1,12.1,16.4,17.4,41
20023,6.5,27,17.4,23.5,25.6
20025,16.3,13,12.6,23.2,34.8
20027,8.1,6.9,11.5,22.9,50.7
20029,15.4,7.7,11.8,21.7,43.4
20031,8.5,11.9,16.5,40.4,22.7
20033,11.2,14.4,12.8,27.1,34.6
20035,7.5,9.3,28,13.1,42.1
20037,10.8,14.3,11.8,13.9,49.2
20039,16.3,11.8,21.1,23.5,27.3
20041,10.6,11.8,14.8,24.3,38.5
20043,13.7,19.3,18.4,21.4,27.2
20045,0.6,0.9,2.4,22.7,73.4
20047,5.2,8.6,13.5,22.1,50.6
20049,6.1,5,29.5,28.2,31.2
20051,15.4,15.4,22.4,14.8,32
20053,17.4,13.3,13.3,18.7,37.3
20055,16.6,8.9,16.3,23.9,34.3
20057,14.3,8.4,14.3,23.2,39.9
20059,6.3,6,15.9,35.4,36.4
20061,5,6.8,11.3,27,49.9
20063,24,8.9,23.4,15.1,28.7
20065,21.8,15.6,24.7,12.9,25
20067,14,10.8,15,23.1,37
20069,15.8,9.2,14.6,24,36.4
20071,13.5,13.1,18.1,22.9,32.3
20073,3.4,7.9,25.6,30.2,33
20075,13.1,9.5,18.9,21.7,36.8
20077,7.9,11.8,21,19.3,40
20079,7.5,5.8,12.1,32.3,42.3
20081,15.3,10.7,13.7,23.9,36.4
20083,12.6,7.5,16.3,22.5,41.2
20085,1,11.6,16.1,13.6,57.7
20087,2.6,6.9,9,18.2,63.4
20089,17.1,14.2,8.7,25.9,34
20091,2.9,1.9,7.5,22.4,65.4
20093,15.5,9.8,17.2,22.9,34.6
20095,8.1,21.2,11.4,12.8,46.4
20097,6.2,10.7,12.8,23.3,46.9
20099,16.8,12.3,9.1,14.7,47.1
20101,19.7,7.5,19.7,20.4,32.6
20103,8.7,13.5,9.2,14.2,54.4
20105,17.1,13.2,16,16.3,37.5
20107,14,5.3,12.1,28.5,40
20109,20.6,13.1,19.4,18.9,28
20111,11.3,11.1,13.3,30,34.4
20113,12,6.5,10.6,31.3,39.6
20115,10.1,6.8,20.9,27.9,34.3
20117,4.8,4.9,23.3,26.3,40.7
20119,16.4,12.3,11.5,23.5,36.2
20121,7.1,4.4,9.5,25,54
20123,17.3,11.6,14.4,18,38.8
20125,16.4,13.2,10.2,19.5,40.7
20127,11,9.4,14.8,24.4,40.4
20129,12,11.3,14.4,21.8,40.5
20131,3.5,9.4,20.3,23.6,43.2
20133,13.3,20.4,12,12.7,41.6
20135,15,8.3,19.9,19.8,37.1
20137,16.1,16.3,17.7,22.5,27.5
20139,1.8,9,8.8,24,56.4
20141,17.4,23.3,16.3,13.6,29.3
20143,13.1,11.7,16.4,19.1,39.6
20145,5.3,9.6,13.7,21.7,49.7
20147,15,24.4,12.6,19,29
20149,1.2,5.7,14.5,23.6,55
20151,2,18.3,10.1,30.9,38.7
20153,12.8,17.4,20.9,22,26.8
20155,13.5,7.7,14.3,19.1,45.4
20157,18.3,7.3,7.6,29.5,37.3
20159,15.3,8.6,11,24.1,41
20161,3,5,12.4,26.1,53.5
20163,17.9,22,21.8,12.3,26
20165,11,12.2,18.2,18.3,40.3
20167,16,17.4,17.4,15.7,33.5
20169,12.6,13.3,17.5,20.9,35.7
20171,19.7,9,19,21,31.3
20173,6,5.5,12.6,26,49.9
20175,13.8,14,9.2,22.6,40.3
20177,0.9,7.8,9.5,18.4,63.3
20179,23.1,11.2,23.6,15.4,26.7
20181,10,27,15.9,24,23.1
20183,14.2,25.7,8.8,19.5,31.9
20185,4.1,12.5,10.9,25.2,47.2
20187,12.7,9.8,17.2,21.6,38.8
20189,12.2,13.2,11.2,22.5,40.8
20191,10.4,3.9,11.5,29.8,44.4
20193,18.8,15.7,20.8,18.4,26.3
20195,20.3,11.5,25.6,13.7,29.1
20197,1.1,7.7,12,20.1,59.1
20199,12.8,21,15.4,24.6,26.2
20201,14.8,7.5,11.1,23.4,43.2
20203,17.3,11.2,18.4,21.9,31.3
20205,12.5,14.8,14.5,18.4,39.8
20207,9.2,17.5,17.1,24.7,31.4
20209,2.5,5.6,7.6,17.8,66.5
21001,7.6,11.5,16.7,24.3,39.9
21003,10.1,7.2,9.7,21.1,51.9
21005,6.2,1,4.4,48.3,40.1
21007,10.7,3.3,19.8,25.7,40.4
21009,5.3,9.3,9,17.6,58.8
21011,7.6,5.8,8.4,33.9,44.3
21013,14.6,9.4,12,19.9,44
21015,8,8.7,8.1,23.2,52
21017,2.4,3.7,4.2,12.9,76.9
21019,8.4,12.5,20.2,23.5,35.4
21021,9.2,3.7,11.2,16.1,59.8
21023,5.6,24.9,6.5,23.8,39.2
21025,11.4,8.1,12.6,24.1,43.8
21027,2.3,14.6,17.7,13.8,51.7
21029,3.7,9.1,15.6,18.1,53.5
21031,6.6,9.7,13.3,17,53.5
21033,5.9,6.7,26,17.7,43.8
21035,6.6,8.4,24.8,17,43.2
21037,7.3,8.5,13.4,27.8,43
21039,10.4,4.5,18.8,23.6,42.8
21041,15.5,17.1,12,20.8,34.6
21043,6.9,10.2,12.2,32.4,38.3
21045,16.4,7.6,16.1,15.4,44.4
21047,6,11.8,17.8,27.9,36.5
21049,8.3,9.3,11,23.3,48
21051,15.3,8.2,16.5,16,44
21053,9.6,11.5,24.8,16.5,37.5
21055,12.1,11.7,29,15.3,31.9
21057,6.7,10.6,22.4,22.9,37.4
21059,5.5,5.7,12.2,23.6,53.1
21061,5.5,5.7,8.6,17.9,62.4
21063,11.7,10,5.1,28.9,44.3
21065,8.2,15.1,9,27.5,40.2
21067,3.1,5.1,6.6,20.2,65
21069,6.8,6.9,7.5,28.7,50.2
21071,13.1,6.6,12.9,13.4,54
21073,8.8,3.6,14.2,21.4,52.1
21075,10,10.2,20.2,21.7,38
21077,7.6,4.8,19.8,21.1,46.6
21079,7.7,4.3,6.3,27.6,54
21081,4.7,5.6,18.3,10.6,60.8
21083,10.3,6.9,26.6,22.2,34
21085,4.3,4.2,13.4,15.4,62.7
21087,6.3,7.6,12.7,24.7,48.8
21089,9.2,10.1,23.6,22.8,34.2
21091,1.9,8,12.1,23.5,54.6
21093,5.7,6.2,10.6,21.7,55.8
21095,7.6,9.3,9.8,12.6,60.6
21097,7.3,4.4,3.1,4.7,80.4
21099,5.3,3.4,11.8,18.5,61
21101,7.2,6.1,13.6,22.9,50.1
21103,9.3,8.2,17.4,25.4,39.8
21105,9.7,6.5,22.1,20.2,41.5
21107,4,6.7,17.4,21.7,50.2
21109,18.3,6.8,9.2,23.5,42.1
21111,3.6,4.8,8.3,23,60.2
21113,2.2,3.6,10.4,21,62.8
21115,10.2,5.3,10.6,12.7,61.2
21117,5.2,5.6,14.6,24.5,50
21119,15.7,7.3,13,14.2,49.7
